card,hunter_share,mage_share,warrior_share,hunter_n_elites,mage_n_elites,warrior_n_elites
Abomination,0.0,0.1,0.0,20,20,20
Abusive Sergeant,0.2,0.15,0.0,20,20,20
Acidic Swamp Ooze,0.0,0.35,0.15,20,20,20
Acolyte of Pain,0.0,0.1,0.45,20,20,20
Alexstrasza,0.0,0.35,0.5,20,20,20
Amani Berserker,0.0,0.45,0.1,20,20,20
Ancient Mage,0.05,0.0,0.0,20,20,20
Animal Companion,0.85,0.0,0.0,20,20,20
Arathi Weaponsmith,0.0,0.0,0.5,20,20,20
Arcane Explosion,0.0,0.1,0.0,20,20,20
Arcane Golem,0.2,0.1,0.0,20,20,20
Arcane Intellect,0.0,0.8,0.0,20,20,20
Arcane Missiles,0.0,0.4,0.0,20,20,20
Arcane Shot,0.6,0.0,0.0,20,20,20
Arcanite Reaper,0.0,0.0,0.5,20,20,20
Archmage Antonidas,0.0,0.1,0.0,20,20,20
Argent Commander,0.0,0.15,0.45,20,20,20
Argent Squire,0.0,0.1,0.15,20,20,20
Armorsmith,0.0,0.0,0.45,20,20,20
Azure Drake,0.0,0.7,0.2,20,20,20
Baron Geddon,0.0,0.0,0.4,20,20,20
Big Game Hunter,0.0,0.05,0.4,20,20,20
Blizzard,0.0,0.4,0.0,20,20,20
Blood Knight,0.15,0.0,0.0,20,20,20
Bloodfen Raptor,0.15,0.0,0.4,20,20,20
Bloodmage Thalnos,0.0,0.8,0.0,20,20,20
Bloodsail Corsair,0.0,0.05,0.0,20,20,20
Bloodsail Raider,0.0,0.0,0.55,20,20,20
Boulderfist Ogre,0.0,0.05,0.0,20,20,20
Brawl,0.0,0.0,0.4,20,20,20
Cairne Bloodhoof,0.0,0.15,0.45,20,20,20
Captain's Parrot,0.0,0.05,0.0,20,20,20
Chillwind Yeti,0.0,0.1,0.2,20,20,20
Cleave,0.0,0.0,0.4,20,20,20
Coldlight Oracle,0.0,0.05,0.0,20,20,20
Coldlight Seer,0.0,0.05,0.0,20,20,20
Commanding Shout,0.0,0.0,0.2,20,20,20
Cruel Taskmaster,0.0,0.0,0.8,20,20,20
Dalaran Mage,0.0,0.05,0.0,20,20,20
Dark Iron Dwarf,0.0,0.05,0.25,20,20,20
Deadly Shot,0.25,0.0,0.0,20,20,20
Death's Bite,0.0,0.0,0.15,20,20,20
Defender of Argus,0.3,0.2,0.05,20,20,20
Dire Wolf Alpha,0.0,0.1,0.1,20,20,20
Doomsayer,0.0,0.1,0.0,20,20,20
Dread Corsair,0.15,0.0,0.0,20,20,20
Eaglehorn Bow,1.0,0.0,0.0,20,20,20
Earthen Ring Farseer,0.0,0.2,0.0,20,20,20
Elite Tauren Chieftain,0.0,0.15,0.0,20,20,20
Elven Archer,0.0,0.0,0.15,20,20,20
Emperor Cobra,0.15,0.0,0.05,20,20,20
Execute,0.0,0.0,0.7,20,20,20
Explosive Shot,0.25,0.0,0.0,20,20,20
Explosive Trap,0.85,0.0,0.0,20,20,20
Faceless Manipulator,0.0,0.4,0.2,20,20,20
Faerie Dragon,0.0,0.1,0.2,20,20,20
Fen Creeper,0.15,0.0,0.0,20,20,20
Fiery War Axe,0.0,0.0,1.0,20,20,20
Fireball,0.0,0.95,0.0,20,20,20
Flamestrike,0.0,0.7,0.0,20,20,20
Flare,0.85,0.0,0.0,20,20,20
Freezing Trap,0.4,0.0,0.0,20,20,20
Frost Nova,0.0,0.4,0.0,20,20,20
Frostbolt,0.0,1.0,0.0,20,20,20
Frothing Berserker,0.0,0.0,0.95,20,20,20
Gadgetzan Auctioneer,0.1,0.05,0.0,20,20,20
Gladiator's Longbow,0.15,0.0,0.0,20,20,20
Goldshire Footman,0.0,0.05,0.0,20,20,20
Gorehowl,0.0,0.0,0.5,20,20,20
Grimscale Oracle,0.0,0.05,0.0,20,20,20
Grommash Hellscream,0.0,0.0,0.55,20,20,20
Harrison Jones,0.0,0.0,0.05,20,20,20
Harvest Golem,0.0,0.2,0.35,20,20,20
Haunted Creeper,0.1,0.0,0.0,20,20,20
Heroic Strike,0.0,0.0,0.45,20,20,20
Houndmaster,0.55,0.0,0.0,20,20,20
Hunter's Mark,1.0,0.0,0.0,20,20,20
Ice Barrier,0.0,0.15,0.0,20,20,20
Ice Block,0.0,0.4,0.0,20,20,20
Ice Lance,0.0,0.15,0.0,20,20,20
Inner Rage,0.0,0.0,0.35,20,20,20
Ironbeak Owl,0.4,0.15,0.05,20,20,20
Ironfur Grizzly,0.15,0.1,0.0,20,20,20
Jungle Panther,0.15,0.05,0.0,20,20,20
Kill Command,1.0,0.0,0.0,20,20,20
Knife Juggler,0.1,0.15,0.05,20,20,20
Kor'kron Elite,0.0,0.0,0.55,20,20,20
Leeroy Jenkins,0.3,0.25,0.1,20,20,20
Leper Gnome,0.2,0.25,0.25,20,20,20
Loatheb,0.0,0.05,0.0,20,20,20
Loot Hoarder,0.0,0.15,0.05,20,20,20
Lorewalker Cho,0.0,0.05,0.0,20,20,20
Mad Scientist,0.1,0.0,0.0,20,20,20
Mana Wraith,0.0,0.0,0.2,20,20,20
Mana Wyrm,0.0,0.6,0.0,20,20,20
Master Swordsmith,0.0,0.0,0.05,20,20,20
Millhouse Manastorm,0.0,0.1,0.0,20,20,20
Mirror Image,0.0,0.7,0.0,20,20,20
Misdirection,0.35,0.0,0.0,20,20,20
Mogu'shan Warden,0.0,0.05,0.0,20,20,20
Molten Giant,0.0,0.4,0.0,20,20,20
Mortal Strike,0.0,0.0,0.3,20,20,20
Mountain Giant,0.0,0.4,0.0,20,20,20
Nat Pagle,0.0,0.15,0.0,20,20,20
Nerub'ar Weblord,0.0,0.05,0.05,20,20,20
Nightblade,0.0,0.1,0.4,20,20,20
Ogre Magi,0.0,0.05,0.0,20,20,20
Polymorph,0.0,0.7,0.0,20,20,20
Pyroblast,0.0,0.5,0.0,20,20,20
Raging Worgen,0.0,0.0,0.1,20,20,20
Ragnaros the Firelord,0.0,0.25,0.45,20,20,20
Ravenholdt Assassin,0.0,0.05,0.0,20,20,20
Reckless Rocketeer,0.15,0.0,0.0,20,20,20
River Crocolisk,0.5,0.0,0.0,20,20,20
Savannah Highmane,0.65,0.0,0.0,20,20,20
Scarlet Crusader,0.0,0.0,0.05,20,20,20
Scavenging Hyena,0.55,0.0,0.0,20,20,20
